customerID,Contract,tenure,MonthlyCharges,Churn,rule_risk_score,ChurnProbability,RiskTier
2955-PSXOE,Month-to-month,1,20.2,Yes,5,0.457,High
7762-URZQH,Two year,66,106.05,Yes,3,0.217,Medium
0899-WZRSD,Month-to-month,56,105.35,No,5,0.59,High
3255-GRXMG,Month-to-month,18,45.65,No,4,0.525,High
4828-FAZPK,Month-to-month,16,79.95,No,6,0.728,Critical
6094-ZIVKX,One year,68,54.45,No,1,0.066,Low
6925-BAYGL,Two year,53,25.1,No,0,0.025,Low
3262-EIDHV,Two year,72,84.7,No,1,0.031,Low
7354-OIJLX,Month-to-month,9,75.85,No,8,0.847,Critical
1376-HHBDV,Month-to-month,30,48.8,No,4,0.409,High
6907-NZZIJ,Month-to-month,36,99.15,Yes,6,0.803,Critical
6133-OZILE,Month-to-month,18,35.2,No,3,0.502,High
4135-FRWKJ,One year,55,76.25,No,1,0.105,Low
2911-UREFD,Month-to-month,39,55.9,Yes,4,0.374,Medium
3744-ZRRDZ,Month-to-month,21,82.35,Yes,6,0.782,Critical
5673-TIYIB,Month-to-month,2,40.4,Yes,5,0.598,High
6551-ZCOTS,One year,33,24.9,No,0,0.154,Low
7191-ADRGF,Two year,44,54.3,No,1,0.098,Low
5018-LXQQG,Month-to-month,30,66.3,No,3,0.219,Medium
6892-BOGQE,Two year,71,20.9,No,0,0.01,Low
1602-IJQQE,Month-to-month,4,75.35,Yes,8,0.806,Critical
4628-WQCQQ,One year,35,85.15,Yes,3,0.456,High
1746-TGTWV,Month-to-month,1,75.35,No,8,0.748,Critical
5995-SNNEW,Month-to-month,23,104.45,No,6,0.87,Critical
8050-WYBND,One year,22,49.45,No,1,0.42,High
2821-WARNZ,One year,49,19.45,No,0,0.029,Low
4879-GZLFH,Month-to-month,42,92.15,No,6,0.667,High
1644-IRKSF,One year,33,93.8,Yes,3,0.538,High
8314-HTWVE,Two year,7,19.85,No,2,0.076,Low
9402-ROUMJ,One year,67,100.25,No,2,0.169,Low
2507-QZPQS,Month-to-month,15,95.7,No,5,0.709,Critical
7159-NOKYQ,Two year,67,93.15,No,3,0.199,Low
5707-ZMDJP,Two year,53,69.7,No,0,0.042,Low
8779-YIQQA,One year,21,19.8,No,0,0.098,Low
7136-IHZJA,Month-to-month,40,71.35,No,4,0.26,Medium
8966-OIQHG,One year,22,20.75,No,0,0.077,Low
7074-STDCN,Month-to-month,39,40.6,No,3,0.403,High
3705-PSNGL,One year,45,20.4,Yes,0,0.071,Low
8739-QOTTN,Month-to-month,2,20.35,No,5,0.407,High
1399-OUPJN,Two year,57,19.75,No,0,0.009,Low
0277-BKSQP,Month-to-month,8,54.4,No,6,0.689,High
6502-HCJTI,Month-to-month,7,94.7,Yes,8,0.829,Critical
2606-RMDHZ,Month-to-month,6,30.5,Yes,6,0.67,High
5774-XZTQC,Month-to-month,7,20.45,No,5,0.304,Medium
2676-SSLTO,Two year,49,66.15,No,0,0.11,Low
6266-QHOJZ,One year,65,89.85,No,2,0.163,Low
7269-JISCY,One year,55,45.05,No,1,0.093,Low
0363-SVHYR,Two year,71,86.85,No,1,0.027,Low
8547-NSBBO,Month-to-month,35,96.75,No,5,0.53,High
8258-GSTJK,Month-to-month,3,77.0,Yes,8,0.894,Critical
6861-OKBCE,Month-to-month,11,20.1,Yes,5,0.24,Medium
9940-RHLFB,Month-to-month,1,75.3,Yes,8,0.759,Critical
6591-QGOYB,Month-to-month,17,106.65,No,5,0.645,High
9070-BCKQP,Two year,72,110.15,No,2,0.14,Low
6421-SZVEM,One year,28,82.85,No,3,0.351,Medium
1328-EUZHC,Two year,18,20.1,No,0,0.065,Low
2995-UPRYS,One year,40,99.2,Yes,2,0.483,High
8878-RYUKI,Month-to-month,52,59.45,No,4,0.392,Medium
9633-DENPU,Month-to-month,47,58.6,No,4,0.361,Medium
7811-JIVPF,Month-to-month,23,49.7,No,4,0.428,High
7113-HIPFI,Two year,66,65.85,No,0,0.013,Low
8541-QVFKM,Month-to-month,8,73.5,No,8,0.842,Critical
6686-YPGHK,Month-to-month,47,85.5,Yes,6,0.524,High
1383-EZRWL,Month-to-month,7,20.05,Yes,5,0.36,Medium
9258-CNWAC,Two year,71,113.65,No,2,0.072,Low
5371-VYLSX,Month-to-month,50,83.4,No,6,0.53,High
6374-AFWOX,Two year,46,65.65,No,0,0.033,Low
4759-TRPLW,Month-to-month,1,70.4,Yes,8,0.772,Critical
5317-FLPJF,Two year,66,61.35,No,0,0.043,Low
7621-VPNET,Month-to-month,42,85.9,No,5,0.571,High
6034-YMTOB,Month-to-month,5,75.65,No,7,0.763,Critical
8563-IIOXK,One year,7,49.75,Yes,3,0.329,Medium
4903-CNOZC,One year,29,70.9,No,2,0.321,Medium
4353-HYOJD,Month-to-month,27,49.85,No,4,0.351,Medium
8020-BWHYL,Month-to-month,15,75.3,Yes,6,0.767,Critical
7267-FRMJW,Two year,25,20.1,No,0,0.039,Low
2982-VPSGI,Month-to-month,11,94.0,Yes,8,0.897,Critical
4188-FRABG,Month-to-month,57,103.05,No,5,0.436,High
8199-ZLLSA,One year,67,118.35,Yes,2,0.282,Medium
4128-ETESU,Month-to-month,47,99.7,No,6,0.746,Critical
0620-DLSLK,Month-to-month,13,81.9,No,6,0.836,Critical
4625-EWPTF,Month-to-month,8,30.45,Yes,6,0.6,High
5980-NOPLP,Month-to-month,44,96.1,Yes,6,0.801,Critical
3850-OKINF,One year,71,66.2,No,1,0.11,Low
6892-XPFPU,Month-to-month,24,104.25,Yes,6,0.87,Critical
8010-EZLOU,Month-to-month,15,80.2,Yes,6,0.832,Critical
1156-ZFYDO,Month-to-month,1,19.75,No,5,0.395,Medium
3295-YVUSR,Month-to-month,2,72.6,No,8,0.895,Critical
8016-NCFVO,Month-to-month,55,116.5,No,5,0.62,High
4119-ZYPZY,Two year,71,106.8,No,2,0.247,Medium
5549-ZGHFB,Two year,50,24.95,No,0,0.021,Low
7577-SWIFR,Month-to-month,1,89.25,No,8,0.894,Critical
0303-WMMRN,Month-to-month,5,19.25,No,5,0.475,High
6408-OTUBZ,One year,66,104.55,No,2,0.19,Low
5204-HMGYF,One year,49,87.2,No,1,0.148,Low
1078-TDCRN,Month-to-month,3,30.75,No,6,0.752,Critical
3727-OVPRY,One year,66,25.7,No,0,0.033,Low
3797-FKOGQ,Month-to-month,11,86.2,No,8,0.781,Critical
7622-NXQZR,Month-to-month,28,30.1,No,3,0.401,High
6196-HBOBZ,Two year,65,99.35,No,3,0.149,Low
3970-XGJDU,Two year,62,19.2,No,0,0.014,Low
7017-VFULY,Month-to-month,2,20.1,No,5,0.351,Medium
5562-YJQGT,Month-to-month,2,20.35,No,5,0.37,Medium
8807-OPMBM,Two year,55,25.65,No,0,0.022,Low
5439-WIKXB,Month-to-month,41,94.55,No,6,0.765,Critical
9874-QLCLH,Month-to-month,17,104.2,Yes,6,0.782,Critical
8294-UIMBA,One year,30,94.4,No,2,0.487,High
8109-YUOHE,One year,17,56.1,No,1,0.226,Medium
5840-NVDCG,Two year,16,68.25,No,0,0.064,Low
8092-NLTGF,Two year,72,24.75,No,0,0.009,Low
5928-QLDHB,Month-to-month,9,76.25,No,8,0.847,Critical
9840-EFJQB,Month-to-month,1,74.35,No,8,0.737,Critical
0696-UKTOX,Month-to-month,23,54.15,No,3,0.284,Medium
4801-KFYKL,Month-to-month,8,19.45,No,5,0.248,Medium
3472-OAOOR,Month-to-month,19,34.95,No,4,0.414,High
6135-OZQVA,Month-to-month,7,53.65,No,6,0.656,High
8062-YBDOE,Month-to-month,1,69.65,Yes,7,0.862,Critical
2252-JHJGE,One year,61,104.0,No,3,0.326,Medium
4188-PCPIG,Two year,57,70.35,No,1,0.042,Low
6000-APYLU,Month-to-month,9,80.8,Yes,8,0.842,Critical
7105-BENQF,One year,15,64.85,No,1,0.26,Medium
7721-DVEKZ,Month-to-month,1,19.65,No,5,0.413,High
3566-VVORZ,Month-to-month,12,45.9,No,6,0.52,High
9507-HSMMZ,Two year,54,20.0,No,0,0.017,Low
2480-SQIOB,Month-to-month,4,44.8,No,6,0.565,High
0947-IDHRQ,Month-to-month,7,80.3,Yes,8,0.854,Critical
7813-TKCVO,One year,20,20.35,No,0,0.127,Low
0128-MKWSG,Month-to-month,26,45.8,No,3,0.283,Medium
3672-YITQD,Month-to-month,36,84.1,Yes,6,0.807,Critical
4350-ZTLPI,One year,53,108.95,No,2,0.406,High
9048-JVYVF,Month-to-month,3,69.35,Yes,5,0.747,Critical
0361-HJRDX,Two year,68,64.35,No,0,0.025,Low
5727-MYATE,Two year,72,90.8,No,1,0.045,Low
3823-KYNQY,One year,12,24.95,No,2,0.192,Low
8988-ECPJR,Month-to-month,34,79.6,Yes,6,0.701,Critical
7570-WELNY,Two year,68,84.7,No,3,0.085,Low
3021-VLNRJ,One year,50,70.8,No,1,0.094,Low
3776-EKTKM,Month-to-month,1,36.45,Yes,6,0.834,Critical
2080-CAZNM,Month-to-month,41,104.4,No,6,0.812,Critical
1028-FFNJK,Month-to-month,30,101.5,No,5,0.828,Critical
6907-FLBER,Month-to-month,1,54.3,No,6,0.683,High
3001-UNBTL,Month-to-month,29,103.95,No,6,0.855,Critical
5982-PSMKW,Two year,23,91.1,No,1,0.151,Low
3507-GASNP,Two year,60,19.95,No,0,0.01,Low
7096-ZNBZI,Two year,72,26.45,No,0,0.01,Low
1902-XBTFB,Month-to-month,22,89.4,Yes,6,0.701,Critical
1676-MQAOA,Two year,72,75.1,No,1,0.025,Low
0786-IVLAW,One year,66,108.1,No,3,0.415,High
7566-DSRLQ,Two year,72,110.15,No,2,0.195,Low
0643-OKLRP,Month-to-month,47,80.35,Yes,6,0.496,High
7245-JMTTQ,One year,51,111.5,No,2,0.479,High
6050-IJRHS,One year,70,106.5,No,3,0.391,Medium
6202-JVYEU,One year,9,19.9,No,2,0.24,Medium
8591-TKMZH,Two year,59,111.1,No,2,0.159,Low
0734-OXWBT,Month-to-month,3,70.7,No,6,0.631,High
4282-ACRXS,Month-to-month,38,24.85,No,4,0.473,High
0365-TRTPY,Month-to-month,37,91.2,No,6,0.442,High
7349-ALMUX,Two year,37,65.6,No,0,0.033,Low
9381-NDKME,Month-to-month,24,40.65,Yes,4,0.655,High
6502-KUGLL,Month-to-month,14,59.45,No,3,0.223,Medium
1841-YSJGV,Two year,72,109.95,No,2,0.129,Low
2794-XIMMO,One year,53,60.45,Yes,0,0.189,Low
8382-SHQEH,Month-to-month,8,84.9,Yes,8,0.88,Critical
3511-BFTJW,Two year,72,38.5,No,1,0.01,Low
7668-XCFYV,Month-to-month,17,92.55,No,6,0.9,Critical
2983-ZANRP,Month-to-month,2,73.55,Yes,8,0.725,Critical
7845-URHJN,Month-to-month,8,20.15,Yes,5,0.298,Medium
3034-ZBEQN,One year,48,34.7,Yes,1,0.117,Low
5018-HEKFO,Month-to-month,10,24.5,No,5,0.501,High
2923-ARZLG,One year,0,19.7,No,2,0.275,Medium
3976-NLDEZ,Month-to-month,1,20.6,No,5,0.422,High
2282-YGNOR,One year,29,58.0,No,0,0.105,Low
5336-UFNZP,One year,65,107.45,No,3,0.489,High
6854-EXGSF,Month-to-month,8,65.5,No,6,0.577,High
1241-EZFMJ,Two year,61,25.45,No,0,0.014,Low
9233-PSYHO,One year,45,100.15,No,3,0.632,High
5376-PCKNB,One year,72,104.45,No,3,0.349,Medium
8044-BGWPI,Month-to-month,12,21.15,No,5,0.34,Medium
4060-LDNLU,Month-to-month,7,96.2,No,8,0.871,Critical
3589-PPVKW,Month-to-month,9,44.4,No,6,0.691,High
8327-LZKAS,One year,43,107.55,Yes,2,0.609,High
5887-IKKYO,Two year,58,94.35,No,2,0.101,Low
1075-BGWOH,Month-to-month,16,98.75,Yes,6,0.903,Critical
1755-RMCXH,Month-to-month,2,20.3,No,5,0.351,Medium
0302-JOIVN,Month-to-month,8,101.15,Yes,8,0.799,Critical
3858-XHYJO,One year,40,105.75,No,3,0.412,High
4299-SIMNS,Month-to-month,9,81.15,No,8,0.782,Critical
7025-IWFHT,One year,41,89.55,No,2,0.361,Medium
6261-LHRTG,Month-to-month,26,54.75,No,4,0.473,High
7841-FCRQD,One year,33,53.75,No,0,0.178,Low
2056-EVGZL,One year,68,105.75,No,2,0.174,Low
8777-MBMTS,Two year,65,105.85,No,2,0.183,Low
7753-USQYQ,One year,55,64.2,No,0,0.145,Low
5366-IJEQJ,Month-to-month,20,88.7,Yes,6,0.83,Critical
7661-CPURM,One year,19,87.7,No,2,0.54,High
6233-HXJMX,Month-to-month,45,89.3,No,6,0.709,Critical
5902-WBLSE,Two year,70,20.15,No,0,0.008,Low
1981-INRFU,Month-to-month,2,79.75,Yes,8,0.861,Critical
4971-PUYQO,Month-to-month,27,94.55,Yes,6,0.866,Critical
3239-TPHPZ,Two year,12,20.05,No,2,0.109,Low
5115-GZDEL,Two year,72,67.2,No,0,0.018,Low
3338-CVVEH,Month-to-month,12,94.55,No,8,0.854,Critical
8485-GJCDN,Month-to-month,5,69.05,Yes,7,0.853,Critical
2615-YVMYX,Month-to-month,71,107.5,No,6,0.591,High
2851-STERV,One year,35,73.0,No,1,0.364,Medium
4393-GEADV,Two year,70,114.75,No,2,0.073,Low
8486-AYEQH,Month-to-month,31,76.05,No,6,0.735,Critical
1527-SXDPN,Two year,52,96.25,Yes,2,0.168,Low
6029-WTIPC,Month-to-month,37,101.1,Yes,6,0.855,Critical
8634-CILSZ,One year,69,104.7,Yes,2,0.33,Medium
5419-JKZNQ,Month-to-month,30,77.9,No,6,0.74,Critical
2495-KZNFB,Month-to-month,33,90.65,No,6,0.709,Critical
1409-PHXTF,Two year,54,110.45,No,2,0.321,Medium
4560-WQAQW,One year,59,68.7,No,0,0.08,Low
9591-YVTEB,Month-to-month,55,44.85,No,4,0.288,Medium
9309-BZGNT,One year,69,29.8,No,1,0.1,Low
4274-DRSQT,One year,66,88.9,No,3,0.33,Medium
2027-DNKIV,One year,37,58.75,No,0,0.112,Low
8075-GXIUB,One year,9,19.85,No,2,0.197,Low
2885-HIJDH,Two year,69,86.9,No,1,0.037,Low
5424-RLQLC,Month-to-month,10,59.65,No,6,0.716,Critical
6682-QJDGB,Month-to-month,40,55.25,Yes,4,0.259,Medium
6507-DTJZV,Month-to-month,13,66.4,No,4,0.617,High
8780-IXSTS,Month-to-month,6,90.1,Yes,8,0.867,Critical
7673-BQGKU,Two year,69,20.15,No,0,0.005,Low
6723-WSNTY,One year,66,108.1,No,2,0.406,High
9530-EHPOH,Month-to-month,11,53.75,Yes,6,0.628,High
2725-IWWBA,One year,46,56.9,No,0,0.056,Low
0345-HKJVM,Month-to-month,6,89.3,Yes,8,0.83,Critical
1061-PNTHC,Month-to-month,56,109.6,No,5,0.514,High
0394-YONDK,Two year,70,25.15,No,0,0.008,Low
6574-MCOEH,One year,33,79.15,No,1,0.347,Medium
7399-QHBJS,Two year,72,66.75,No,0,0.014,Low
3049-SOLAY,Month-to-month,3,95.2,Yes,8,0.916,Critical
0997-YTLNY,Month-to-month,19,48.8,No,3,0.352,Medium
3317-HRTNN,Month-to-month,5,45.7,Yes,6,0.79,Critical
9479-HYNYL,Two year,71,80.7,No,1,0.059,Low
3235-ETOOB,Month-to-month,8,74.5,Yes,8,0.721,Critical
9708-KFDBY,Month-to-month,1,20.55,No,5,0.384,Medium
8058-INTPH,Month-to-month,1,79.65,Yes,8,0.864,Critical
3642-GKTCT,One year,61,115.1,No,2,0.337,Medium
0774-RMNUW,Two year,71,59.7,No,0,0.016,Low
1334-PDUKM,One year,68,86.45,No,3,0.194,Low
0756-MPZRL,One year,46,33.7,No,0,0.086,Low
2242-MFOTG,One year,33,80.1,No,3,0.303,Medium
2927-CVULT,Two year,53,104.05,No,2,0.1,Low
2144-BFDSO,Month-to-month,50,108.75,No,6,0.574,High
8745-PVESG,One year,57,41.1,No,0,0.062,Low
7647-GYYKX,Two year,54,20.35,No,0,0.015,Low
5647-FXOTP,Month-to-month,60,105.9,No,6,0.75,Critical
5569-OUICF,Month-to-month,28,101.3,Yes,5,0.824,Critical
8821-XNHVZ,Month-to-month,1,80.05,Yes,8,0.843,Critical
2082-OJVTK,Month-to-month,29,89.2,Yes,6,0.758,Critical
9700-ISPUP,Month-to-month,10,65.5,No,5,0.549,High
9839-ETQOE,Month-to-month,43,40.45,No,4,0.22,Medium
6078-VESFR,Month-to-month,13,70.45,No,6,0.714,Critical
9027-TMATR,Two year,43,78.8,No,1,0.098,Low
5940-NFXKV,Month-to-month,19,83.65,Yes,6,0.799,Critical
1941-HOSAM,Month-to-month,1,90.1,No,8,0.869,Critical
9110-HSGTV,Two year,69,82.45,No,1,0.049,Low
0704-VCUMB,Two year,61,20.25,No,0,0.011,Low
6171-ZTVYB,Month-to-month,43,66.25,No,3,0.182,Low
8053-WWDRO,Month-to-month,6,19.5,Yes,5,0.313,Medium
9564-KCLHR,Month-to-month,1,51.25,Yes,5,0.581,High
1935-IMVBB,Month-to-month,56,89.7,No,6,0.584,High
2535-PBCGC,Two year,70,64.55,No,0,0.021,Low
2082-CEFLT,Month-to-month,1,45.6,Yes,6,0.74,Critical
1470-PSXNM,One year,49,93.65,No,3,0.404,High
1213-NGCUN,Month-to-month,6,49.65,Yes,5,0.567,High
2498-XLDZR,Two year,32,73.6,No,1,0.049,Low
9866-OCCKE,Two year,72,109.75,No,2,0.198,Low
5338-YHWYT,Two year,37,61.45,No,0,0.03,Low
7718-UPSKJ,One year,69,106.4,No,2,0.204,Medium
8731-WBBMB,Month-to-month,26,81.9,No,4,0.427,High
1448-CYWKC,One year,58,105.2,No,3,0.438,High
7901-IIDQV,One year,24,54.6,No,0,0.224,Medium
2690-DVRVK,One year,5,20.55,No,2,0.163,Low
5688-KZTSN,Month-to-month,15,20.0,Yes,3,0.306,Medium
1270-XKUCC,Two year,30,19.7,No,0,0.032,Low
0334-ZFJSR,One year,55,66.05,No,0,0.092,Low
2894-QOJRX,Month-to-month,25,34.0,Yes,4,0.57,High
5747-PMBSQ,Month-to-month,10,92.5,Yes,7,0.784,Critical
5583-EJXRD,Two year,44,54.05,No,0,0.042,Low
4565-EVZMJ,One year,47,58.9,No,0,0.095,Low
3143-JQEGI,Month-to-month,13,88.35,Yes,6,0.756,Critical
6386-SZZKH,Two year,49,107.95,Yes,2,0.2,Low
3327-YBAKM,One year,64,96.9,No,2,0.249,Medium
9441-QHEVC,Month-to-month,1,19.1,No,5,0.415,High
6705-LNMDD,Month-to-month,20,50.0,No,3,0.414,High
2580-ASVVY,Two year,37,45.4,No,0,0.056,Low
3370-GQEAL,Month-to-month,30,85.45,No,6,0.673,High
5032-USPKF,One year,38,84.1,No,2,0.226,Medium
2982-IHMFT,Month-to-month,1,74.45,Yes,8,0.9,Critical
3521-SYVOR,Month-to-month,37,64.75,Yes,4,0.599,High
4254-QPEDE,Two year,52,66.25,No,0,0.041,Low
6283-GITPX,Two year,71,76.9,No,1,0.023,Low
9526-JAWYF,Month-to-month,26,89.8,Yes,6,0.645,High
0771-CHWSK,Two year,66,74.6,No,2,0.062,Low
9788-HNGUT,Two year,72,116.95,No,2,0.145,Low
9495-REDIY,One year,25,40.65,No,1,0.251,Medium
5375-XLDOF,Two year,69,114.35,No,2,0.099,Low
1172-VIYBP,Two year,53,69.7,No,1,0.045,Low
5649-VUKMC,One year,12,95.5,Yes,5,0.658,High
6559-PDZLR,Month-to-month,26,98.65,No,5,0.738,Critical
8992-OBVDG,Month-to-month,21,61.65,No,4,0.584,High
4273-MBHYA,Month-to-month,1,89.35,No,8,0.865,Critical
4724-WXVWF,Month-to-month,48,95.4,No,5,0.53,High
5701-GUXDC,One year,26,35.4,No,1,0.165,Low
1460-UZPRJ,Two year,60,19.95,No,0,0.013,Low
6082-GLJIX,Month-to-month,18,19.25,No,3,0.264,Medium
5143-EGQFK,Month-to-month,10,29.65,Yes,5,0.638,High
4919-IKATY,Month-to-month,5,84.5,Yes,8,0.74,Critical
2495-TTHBQ,One year,4,20.4,No,2,0.244,Medium
0485-ZBSLN,Two year,65,24.75,No,0,0.01,Low
3810-PJUHR,Two year,70,25.35,No,0,0.01,Low
9050-QLROH,Month-to-month,18,90.7,Yes,6,0.835,Critical
0847-HGRML,Two year,62,20.0,No,0,0.007,Low
8232-CTLKO,Two year,66,59.75,No,1,0.04,Low
9227-YBAXE,Two year,65,82.5,No,1,0.044,Low
6168-WFVVF,Month-to-month,3,70.3,Yes,8,0.855,Critical
9860-LISIZ,Month-to-month,34,20.35,No,3,0.16,Low
0112-QAWRZ,Month-to-month,16,90.8,No,6,0.791,Critical
0877-SDMBN,One year,54,103.95,Yes,3,0.419,High
2786-GCDPI,Month-to-month,50,104.95,No,5,0.739,Critical
4043-MKDTV,Two year,71,105.25,No,2,0.142,Low
8065-YKXKD,Month-to-month,10,74.75,Yes,8,0.838,Critical
9637-EIHEQ,Month-to-month,1,50.8,Yes,5,0.652,High
9229-RQABD,One year,18,23.75,No,0,0.176,Low
8313-KTIHG,Month-to-month,4,61.3,No,5,0.694,High
5320-BRKGK,Two year,58,75.8,No,1,0.039,Low
6284-KMNUF,One year,56,98.0,No,3,0.426,High
9689-PTNPG,Month-to-month,2,80.25,Yes,8,0.864,Critical
9465-RWMXL,Month-to-month,32,78.9,Yes,6,0.719,Critical
6229-UOLQL,One year,56,52.0,No,0,0.079,Low
2362-IBOOY,Month-to-month,36,84.75,Yes,6,0.772,Critical
3137-LUPIX,Month-to-month,4,64.4,No,5,0.759,Critical
0843-WTBXE,Month-to-month,53,85.45,Yes,6,0.55,High
6143-JQKEA,Month-to-month,10,45.8,No,6,0.657,High
8676-OOQEJ,Month-to-month,4,30.5,No,5,0.55,High
5515-IDEJJ,Month-to-month,1,19.9,Yes,5,0.358,Medium
9701-CDXHR,Month-to-month,51,69.15,No,5,0.438,High
7450-NWRTR,Month-to-month,12,99.45,Yes,8,0.913,Critical
8124-NZVGJ,One year,6,49.25,No,2,0.57,High
2162-FRZAA,Two year,63,39.35,No,0,0.014,Low
5376-DEQCP,Month-to-month,1,70.6,Yes,8,0.833,Critical
5118-MUEYH,Month-to-month,48,105.1,No,5,0.667,High
9095-HFAFX,Month-to-month,5,81.0,Yes,8,0.843,Critical
5627-TVBPP,One year,35,20.1,No,0,0.073,Low
2379-ENZGV,Month-to-month,6,84.85,Yes,8,0.83,Critical
3936-QQFLL,Month-to-month,2,19.75,No,5,0.408,High
2589-AYCRP,One year,50,19.75,No,0,0.033,Low
4067-HLYQI,Month-to-month,33,70.4,No,6,0.621,High
5124-EOGYE,Two year,31,20.45,No,0,0.041,Low
5057-RKGLH,Two year,9,20.35,No,2,0.072,Low
0292-WEGCH,Month-to-month,54,86.2,No,4,0.387,Medium
8910-ICHIU,One year,46,95.65,No,3,0.314,Medium
4097-YODCF,One year,34,103.8,No,3,0.486,High
9715-WZCLW,Two year,71,97.2,No,3,0.152,Low
9786-YWNHU,Two year,63,63.55,No,0,0.014,Low
6407-GSJNL,Two year,51,24.95,No,0,0.02,Low
6005-OBZPH,Month-to-month,26,89.15,Yes,6,0.824,Critical
4049-ZPALD,Two year,64,99.0,No,3,0.148,Low
7932-WPTDS,Month-to-month,1,24.8,Yes,6,0.789,Critical
3733-UOCWF,One year,61,85.55,No,2,0.265,Medium
6833-JMZYP,Month-to-month,15,94.0,No,6,0.837,Critical
2722-VOJQL,One year,64,105.65,Yes,2,0.389,Medium
1310-QRITU,Month-to-month,18,50.3,No,4,0.678,High
8961-QDZZJ,One year,57,95.0,No,3,0.374,Medium
9715-SBVSU,Two year,14,61.4,No,1,0.135,Low
8490-BXHEO,Month-to-month,18,80.55,No,6,0.808,Critical
7173-TETGO,Two year,72,78.5,No,3,0.068,Low
7929-SKFGK,Two year,70,114.3,No,2,0.099,Low
2300-RQGOI,Two year,38,20.05,No,0,0.03,Low
3563-SVYLG,Two year,68,62.65,No,0,0.01,Low
5228-EXCET,Month-to-month,13,80.85,Yes,6,0.826,Critical
6435-VWCCY,Two year,65,92.7,No,3,0.161,Low
4998-IKFSE,Month-to-month,30,100.45,No,6,0.785,Critical
8630-QSGXK,Two year,51,75.2,No,1,0.142,Low
2455-USLMV,Month-to-month,31,84.75,No,6,0.62,High
7394-FKDNK,Month-to-month,9,89.45,Yes,8,0.819,Critical
9488-FVZCC,Two year,72,79.5,No,1,0.027,Low
6331-LWDTQ,Month-to-month,10,72.15,Yes,7,0.829,Critical
5995-WWKKG,One year,37,19.8,No,0,0.091,Low
1597-FZREH,Month-to-month,2,76.4,Yes,6,0.666,High
7879-CGSFV,One year,55,100.9,No,3,0.377,Medium
9921-EZKBY,Month-to-month,33,95.3,No,6,0.621,High
7432-FFVAR,One year,46,90.95,No,2,0.201,Medium
7246-ZGQDF,Month-to-month,1,54.5,No,5,0.376,Medium
7000-WCEVQ,Month-to-month,20,61.6,Yes,4,0.788,Critical
0727-IWKVK,Month-to-month,9,79.9,Yes,8,0.765,Critical
5959-BELXA,Month-to-month,32,96.15,Yes,6,0.861,Critical
4456-RHSNB,Month-to-month,19,49.6,No,4,0.482,High
3512-IZIKN,Two year,70,65.3,Yes,0,0.021,Low
2481-SBOYW,Two year,61,25.0,No,0,0.017,Low
7109-MFBYV,Month-to-month,26,45.45,No,4,0.443,High
1833-TCXKK,Month-to-month,45,107.75,No,6,0.757,Critical
1832-PEUTS,Two year,62,89.1,No,3,0.178,Low
6141-OOXUQ,Month-to-month,1,19.65,Yes,5,0.418,High
8660-BUETV,Month-to-month,3,44.75,No,6,0.65,High
0580-PIQHM,One year,41,101.6,No,3,0.331,Medium
5696-CEIQJ,Two year,67,103.15,No,2,0.072,Low
7503-ZGUZJ,Month-to-month,1,84.65,Yes,8,0.905,Critical
1696-HXOWK,One year,71,95.65,No,3,0.206,Medium
3026-ATZYV,One year,37,75.1,No,2,0.145,Low
4012-YCFAI,Two year,60,61.35,No,0,0.032,Low
2506-TNFCO,Month-to-month,1,69.55,Yes,7,0.86,Critical
9970-QBCDA,Month-to-month,6,19.7,No,5,0.331,Medium
8718-PTMEZ,Month-to-month,13,31.05,Yes,4,0.622,High
9496-IVVRP,Month-to-month,11,51.0,No,6,0.362,Medium
2207-OBZNX,Month-to-month,7,51.0,Yes,6,0.617,High
2657-VPXTA,Month-to-month,10,88.85,No,8,0.834,Critical
6551-VLJMV,Two year,34,20.05,No,0,0.031,Low
1221-GHZEP,Two year,62,65.1,No,0,0.044,Low
9289-LBQVU,One year,64,70.15,No,1,0.167,Low
6142-VSJQO,Month-to-month,1,44.35,Yes,6,0.643,High
3458-IDMFK,Two year,25,20.75,No,0,0.074,Low
6933-FHBZC,One year,26,56.05,No,1,0.327,Medium
0221-NAUXK,One year,10,19.95,No,2,0.169,Low
9770-KXGQU,One year,53,98.6,No,3,0.279,Medium
6437-UKHMV,Month-to-month,7,79.7,Yes,8,0.844,Critical
6538-POCHL,Month-to-month,33,79.0,No,6,0.596,High
6726-NNFWD,Two year,71,89.45,No,3,0.109,Low
3002-WQZWT,Month-to-month,29,74.2,No,6,0.736,Critical
4277-UDIEF,Month-to-month,24,81.0,No,4,0.393,Medium
1208-NBVFH,Month-to-month,20,49.6,No,4,0.513,High
4912-PIGUY,Month-to-month,1,84.6,No,8,0.896,Critical
1114-CENIM,Month-to-month,54,55.0,Yes,4,0.291,Medium
6060-DRTNL,Month-to-month,5,84.85,Yes,8,0.88,Critical
2725-TTRIQ,Two year,72,84.2,No,1,0.043,Low
3374-TTZTK,Two year,52,106.3,No,2,0.137,Low
8990-ZXLSU,Month-to-month,9,69.05,No,7,0.718,Critical
2275-RBYQS,Month-to-month,1,45.4,No,6,0.75,Critical
8473-VUVJN,Month-to-month,1,73.65,Yes,8,0.893,Critical
6289-CPNLD,One year,33,73.9,Yes,1,0.295,Medium
